x,y,p,vx,vy,rho
8.885,5,0.1,0,0,0.125
8.895,5,0.1,0,0,0.125
8.905,5,0.1,0,0,0.125
8.915,5,0.1,0,0,0.125
8.925,5,0.1,0,0,0.125
8.935,5,0.1,0,0,0.125
8.945,5,0.1,0,0,0.125
8.955,5,0.1,0,0,0.125
8.965,5,0.1,0,0,0.125
8.975,5,0.1,0,0,0.125
8.985,5,0.1,0,0,0.125
8.995,5,0.1,0,0,0.125
9.005,5,0.1,0,0,0.125
9.015,5,0.1,0,0,0.125
9.025,5,0.1,0,0,0.125
9.035,5,0.1,0,0,0.125
9.045,5,0.1,0,0,0.125
9.055,5,0.1,0,0,0.125
9.065,5,0.1,0,0,0.125
9.075,5,0.1,0,0,0.125
9.085,5,0.1,0,0,0.125
9.095,5,0.1,0,0,0.125
9.105,5,0.1,0,0,0.125
9.115,5,0.1,0,0,0.125
9.125,5,0.1,0,0,0.125
9.135,5,0.1,0,0,0.125
9.145,5,0.1,0,0,0.125
9.155,5,0.1,0,0,0.125
9.165,5,0.1,0,0,0.125
9.175,5,0.1,0,0,0.125
9.185,5,0.1,0,0,0.125
9.195,5,0.1,0,0,0.125
9.205,5,0.1,0,0,0.125
9.215,5,0.1,0,0,0.125
9.225,5,0.1,0,0,0.125
9.235,5,0.1,0,0,0.125
9.245,5,0.1,0,0,0.125
9.255,5,0.1,0,0,0.125
9.265,5,0.1,0,0,0.125
9.275,5,0.1,0,0,0.125
9.285,5,0.1,0,0,0.125
9.295,5,0.1,0,0,0.125
9.305,5,0.1,0,0,0.125
9.315,5,0.1,0,0,0.125
9.325,5,0.1,0,0,0.125
9.335,5,0.1,0,0,0.125
9.345,5,0.1,0,0,0.125
9.355,5,0.1,0,0,0.125
9.365,5,0.1,0,0,0.125
9.375,5,0.1,0,0,0.125
9.385,5,0.1,0,0,0.125
9.395,5,0.1,0,0,0.125
9.405,5,0.1,0,0,0.125
9.415,5,0.1,0,0,0.125
9.425,5,0.1,0,0,0.125
9.435,5,0.1,0,0,0.125
9.445,5,0.1,0,0,0.125
9.455,5,0.1,0,0,0.125
9.465,5,0.1,0,0,0.125
9.475,5,0.1,0,0,0.125
9.485,5,0.1,0,0,0.125
9.495,5,0.1,0,0,0.125
9.505,5,0.1,0,0,0.125
9.515,5,0.1,0,0,0.125
9.525,5,0.1,0,0,0.125
9.535,5,0.1,0,0,0.125
9.545,5,0.1,0,0,0.125
9.555,5,0.1,0,0,0.125
9.565,5,0.1,0,0,0.125
9.575,5,0.1,0,0,0.125
9.585,5,0.1,0,0,0.125
9.595,5,0.1,0,0,0.125
9.605,5,0.1,0,0,0.125
9.615,5,0.1,0,0,0.125
9.625,5,0.1,0,0,0.125
9.635,5,0.1,0,0,0.125
9.645,5,0.1,0,0,0.125
9.655,5,0.1,0,0,0.125
9.665,5,0.1,0,0,0.125
9.675,5,0.1,0,0,0.125
9.685,5,0.1,0,0,0.125
9.695,5,0.1,0,0,0.125
9.705,5,0.1,0,0,0.125
9.715,5,0.1,0,0,0.125
9.725,5,0.1,0,0,0.125
9.735,5,0.1,0,0,0.125
9.745,5,0.1,0,0,0.125
9.755,5,0.1,0,0,0.125
9.765,5,0.1,0,0,0.125
9.775,5,0.1,0,0,0.125
9.785,5,0.1,0,0,0.125
9.795,5,0.1,0,0,0.125
9.805,5,0.1,0,0,0.125
9.815,5,0.1,0,0,0.125
9.825,5,0.1,0,0,0.125
9.835,5,0.1,0,0,0.125
9.845,5,0.1,0,0,0.125
9.855,5,0.1,0,0,0.125
9.865,5,0.1,0,0,0.125
9.875,5,0.1,0,0,0.125
9.885,5,0.1,0,0,0.125
9.895,5,0.1,0,0,0.125
9.905,5,0.1,0,0,0.125
9.915,5,0.1,0,0,0.125
9.925,5,0.1,0,0,0.125
9.935,5,0.1,0,0,0.125
9.945,5,0.1,0,0,0.125
9.955,5,0.1,0,0,0.125
9.965,5,0.1,0,0,0.125
9.975,5,0.1,0,0,0.125
9.985,5,0.1,0,0,0.125
